'cause	because
'd	have would
'em	them
'n'	and
's	be have s'
'til	until
landmasses	landmass
landmine	landmines
landmines	landmine
landowner	landowners
landowners	landowner
landrace	landraces
landraces	landrace
lands	land
landscape	landscaped landscapes landscaping
landscaped	landscape
landscaper	landscapers
landscapers	landscaper
landscapes	landscape
landscaping	landscape
landslide	landslides
landslides	landslide
landslip	landslips
landslips	landslip
lane	lanes
lanes	lane
language	languages
languages	language
languish	languished languishes languishing
languished	languish
languishes	languish
languishing	languish
languor	languors
languors	languor
langur	langurs
langurs	langur
lantern	lanterns
lanterns	lantern
lanthanide	lanthanides
lanthanides	lanthanide
lanyard	lanyards
lanyards	lanyard
lap	lapped lapping laps
laparoscope	laparoscopes
laparoscopes	laparoscope
laparoscopies	laparoscopy
laparoscopy	laparoscopies
laparotomies	laparotomy
laparotomy	laparotomies
lapdog	lapdogs
lapdogs	lapdog
lapel	lapels
lapels	lapel
lapped	lap
lapping	lap
laps	lap
lapse	lapsed lapses lapsing
lapsed	lapse
lapses	lapse
lapsing	lapse
laptop	laptops
laptops	laptop
lapwing	lapwings
lapwings	lapwing
lar	lars
larcenies	larceny
larceny	larcenies
larch	larches
larches	larch
lard	lards
larder	larders
larders	larder
lards	lard
lark	larked larking larks
larked	lark
larking	lark
larks	lark
lars	lar
larva	larvae larvas
larvae	larva
larvas	larva
laryngectomies	laryngectomy
laryngectomy	laryngectomies
larynges	larynx
larynx	larynges larynxes
larynxes	larynx
lase	lased lases lasing
lased	lase
laser	lasers
lasers	laser
lases	lase
lash	lashed lashes lashing
lashed	lash
lashes	lash
lashing	lash lashings
lashings	lashing
lasing	lase
lasso	lassoed lassoes lassoing lassos
lassoed	lasso
lassoes	lasso
lassoing	lasso
lassos	lasso
last	lasted lasting lasts
lasted	last
lasting	last
lasts	last
lat	lats
latch	latched latches latching
latched	latch
latches	latch
latching	latch
late	later latest
latecomer	latecomers
latecomers	latecomer
latencies	latency
latency	latencies
later	late
lateral	laterals
lateralisation	lateralisations
lateralisations	lateralisation
lateralities	laterality
laterality	lateralities
laterals	lateral
laterite	laterites
laterites	laterite
latest	late
latex	latexes latices
latexes	latex
lath	laths
lathe	lathed lathes lathing
lathed	lathe
lather	lathered lathering lathers
lathered	lather
lathering	lather
lathers	lather
lathes	lathe
lathing	lathe
laths	lath
latices	latex
latitude	latitudes
latitudes	latitude
latrine	latrines
latrines	latrine
lats	lat
latte	lattes
lattes	latte
lattice	lattices
lattices	lattice
latticework	latticeworks
latticeworks	latticework
laud	lauded lauding lauds
lauded	laud
lauding	laud
lauds	laud
laugh	laughed laughing laughs
laughed	laugh
laughing	laugh
laughs	laugh
laughter	laughters
laughters	laughter
launch	launched launches launching
launched	launch
launcher	launchers
launchers	launcher
launches	launch
launching	launch
launder	laundered laundering launders
laundered	launder
launderer	launderers
launderers	launderer
launderette	launderettes
launderettes	launderette
laundering	launder launderings
launderings	laundering
launders	launder
laundress	laundresses
laundresses	laundress
laundrette	laundrettes
laundrettes	laundrette
laundries	laundry
laundry	laundries
laura	lauras
lauras	laura
laureate	laureates
laureates	laureate
laurel	laurels
laurels	laurel
lauryl	lauryls
lauryls	lauryl
lava	lavas
lavas	lava
lavatories	lavatory
lavatory	lavatories
lavender	lavenders
lavenders	lavender
laver	lavers
lavers	laver
lavish	lavished lavishes lavishing
lavished	lavish
lavishes	lavish
lavishing	lavish
law	laws
law-maker	law-makers
law-makers	law-maker
lawbreaker	lawbreakers
lawbreakers	lawbreaker
lawmaker	lawmakers
lawmakers	lawmaker
lawman	lawmen
lawmen	lawman
lawn	lawns
lawnmower	lawnmowers
lawnmowers	lawnmower
lawns	lawn
laws	law
lawsuit	lawsuits
lawsuits	lawsuit
lawyer	lawyers
lawyers	lawyer
laxative	laxatives
laxatives	laxative
laxities	laxity
laxity	laxities
lay	laid laying lays lie
lay-off	lay-offs
lay-offs	lay-off
lay-out	lay-outs
lay-outs	lay-out
layabout	layabouts
layabouts	layabout
layer	layered layering layers
layered	layer
layering	layer
layers	layer
laying	lay
layman	laymen
laymen	layman
layoff	layoffs
layoffs	layoff
layout	layouts
layouts	layout
layover	layovers
layovers	layover
laypeople	layperson
layperson	laypeople laypersons
laypersons	layperson
lays	lay
lea	leas
leach	leached leaches leaching
leachate	leachates
leachates	leachate
leached	leach
leaches	leach
leaching	leach
lead	leading leads led
lead-in	lead-ins
lead-ins	lead-in
leader	leaders
leaders	leader
leadership	leaderships
leaderships	leadership
leading	lead
leads	lead
leaf	leafed leafing leafs leave leaves
leafed	leaf
leafhopper	leafhoppers
leafhoppers	leafhopper
leafing	leaf
leaflet	leafleted leafleting leaflets leafletted leafletting
leafleted	leaflet
leafleting	leaflet
leaflets	leaflet
leafletted	leaflet
leafletting	leaflet
leafs	leaf
league	leagues
leagues	league
leak	leaked leaking leaks
leakage	leakages
leakages	leakage
leaked	leak
leaking	leak
leaks	leak
lean	leaned leaning leans leant
leaned	lean
leaning	lean leanings
leanings	leaning
leans	lean
leant	lean
leap	leaped leaping leaps leapt
leap-frog	leap-frogged leap-frogging leap-frogs
leap-frogged	leap-frog
leap-frogging	leap-frog
leap-frogs	leap-frog
leaped	leap
leapfrog	leapfrogged leapfrogging leapfrogs
leapfrogged	leapfrog
leapfrogging	leapfrog
leapfrogs	leapfrog
leaping	leap
leaps	leap
leapt	leap
learn	learned learning learns learnt
learned	learn
learner	learners
learners	learner
learning	learn learnings
learnings	learning
learns	learn
learnt	learn
leas	lea
lease	leased leases leasing
leased	lease
leases	lease
leash	leashes
leashes	leash
leasing	lease
least	little
leather	leathered leathering leathers
leatherback	leatherbacks
leatherbacks	leatherback
leathered	leather
leathering	leather
leatherjacket	leatherjackets
leatherjackets	leatherjacket
leathers	leather
leave	leaf leaves leaving left
leaven	leavened leavening leavens
leavened	leaven
leavening	leaven
leavens	leaven
leaver	leavers
leavers	leaver
leaves	leaf leave
leaving	leave
lecithin	lecithins
lecithins	lecithin
lectern	lecterns
lecterns	lectern
lectin	lectins
lectins	lectin
lectionaries	lectionary
lectionary	lectionaries
lecture	lectured lectures lecturing
lectured	lecture
lecturer	lecturers
lecturers	lecturer
lectures	lecture
lectureship	lectureships
lectureships	lectureship
lecturing	lecture
led	lead
ledge	ledges
ledger	ledgers
ledgers	ledger
ledges	ledge
lee	lees
leech	leeched leeches leeching
leeched	leech
leeches	leech
leeching	leech
leek	leeks
leeks	leek
leer	leered leering leers
leered	leer
leering	leer
leers	leer
lees	lee
leeway	leeways
leeways	leeway
left	leave lefts
left-hander	left-handers
left-handers	left-hander
left-over	left-overs
left-overs	left-over
lefties	lefty
leftist	leftists
leftists	leftist
leftover	leftovers
leftovers	leftover
lefts	left
lefty	lefties
leg	legs
legacies	legacy
legacy	legacies
legalisation	legalisations
legalisations	legalisation
legalise	legalised legalises legalising
legalised	legalise
legalises	legalise
legalising	legalise
legalism	legalisms
legalisms	legalism
legalities	legality
legality	legalities
legalization	legalizations
legalizations	legalization
legalize	legalized legalizes legalizing
legalized	legalize
legalizes	legalize
legalizing	legalize
legate	legates
legatee	legatees
legatees	legatee
legates	legate
legation	legations
legations	legation
legend	legends
legends	legend
leges	lex
legging	leggings
leggings	legging
legibilities	legibility
legibility	legibilities
legion	legions
legionella	legionellae legionellas
legionellae	legionella
legionellas	legionella
legionelloses	legionellosis
legionellosis	legionelloses
legionnaire	legionnaires
legionnaires	legionnaire
legions	legion
legislate	legislated legislates legislating
legislated	legislate
legislates	legislate
legislating	legislate
legislation	legislations
legislations	legislation
legislator	legislators
legislators	legislator
legislature	legislatures
legislatures	legislature
legitimate	legitimated legitimates legitimating
legitimated	legitimate
legitimates	legitimate
legitimating	legitimate
legitimise	legitimised legitimises legitimising
legitimised	legitimise
legitimises	legitimise
legitimising	legitimise
legitimize	legitimized legitimizes legitimizing
legitimized	legitimize
legitimizes	legitimize
legitimizing	legitimize
legs	leg
legume	legumes
legumes	legume
lei	leu
leiomyoma	leiomyomas leiomyomata
leiomyomas	leiomyoma
leiomyomata	leiomyoma
leishmaniases	leishmaniasis
leishmaniasis	leishmaniases
leisure	leisures
leisures	leisure
lek	leks
leks	lek
lemma	lemmata
lemmata	lemma
lemming	lemmings
lemmings	lemming
lemon	lemons
lemons	lemon
lemur	lemurs
lemurs	lemur
lend	lending lends lent
lender	lenders
lenders	lender
lending	lend
lends	lend
length	lengths
lengthen	lengthened lengthening lengthens
lengthened	lengthen
lengthening	lengthen
lengthens	lengthen
lengths	length
lens	lense lenses
lense	lens
lenses	lens
lent	lend
lenticel	lenticels
lenticels	lenticel
lentil	lentils
lentils	lentil
lentivirus	lentiviruses
lentiviruses	lentivirus
leopard	leopards
leopards	leopard
leotard	leotards
leotards	leotard
leper	lepers
lepers	leper
leprechaun	leprechauns
leprechauns	leprechaun
leprosies	leprosy
leprosy	leprosies
lepta	lepton
leptin	leptins
leptins	leptin
lepton	lepta leptons
leptons	lepton
leptospiroses	leptospirosis
leptospirosis	leptospiroses
lesbian	lesbians
lesbians	lesbian
lesion	lesions
lesions	lesion
less	little
lessee	lessees
lessees	lessee
lessen	lessened lessening lessens
lessened	lessen
lessening	lessen
lessens	lessen
lesser	little
lesson	lessons
lessons	lesson
lessor	lessors
lessors	lessor
let	lets letting
let's	let+us
let+us	let's
let-down	letdown
let-downs	letdown
letdown	let-down let-downs letdowns
letdowns	letdown
lethalities	lethality
lethality	lethalities
lethargies	lethargy
lethargy	lethargies
lets	let
letter	lettered lettering letters
lettered	letter
letterform	letterforms
letterforms	letterform
lettering	letter
letterpress	letterpresses
letterpresses	letterpress
letters	letter
letting	let
lettuce	lettuces
lettuces	lettuce
leu	lei
leucine	leucines
leucines	leucine
leucocyte	leucocytes
leucocytes	leucocyte
leucopenia	leucopenias
leucopenias	leucopenia
leukaemia	leukaemias
leukaemias	leukaemia
leukemia	leukemias
leukemias	leukemia
leukocyte	leukocytes
leukocytes	leukocyte
leukotriene	leukotrienes
leukotrienes	leukotriene
levee	levees
levees	levee
level	leveled leveling levelled levelling levels
leveled	level
leveling	level
levelled	level
levelling	level
levels	level
lever	levered levering levers
leverage	leveraged leverages leveraging
leveraged	leverage
leverages	leverage
leveraging	leverage
levered	lever
levering	lever
levers	lever
leviathan	leviathans
leviathans	leviathan
levied	levy
levies	levy
levitate	levitated levitates levitating
levitated	levitate
levitates	levitate
levitating	levitate
levities	levity
levity	levities
levy	levied levies levying
levying	levy
lex	leges
lexeme	lexemes
lexemes	lexeme
lexica	lexicon
lexicographer	lexicographers
lexicographers	lexicographer
lexicon	lexica lexicons
lexicons	lexicon
lexis	lexises
lexises	lexis
ley	leys
leys	ley
liabilities	liability
liability	liabilities
liaise	liaised liaises liaising
liaised	liaise
liaises	liaise
liaising	liaise
liaison	liaisons
liaisons	liaison
liana	lianas
lianas	liana
liar	liars
liars	liar
libation	libations
libations	libation
libel	libeled libeling libelled libelling libels
libeled	libel
libeling	libel
libelled	libel
libelling	libel
libels	libel
liber	libers
liberal	liberals
liberalisation	liberalisations
liberalisations	liberalisation
liberalise	liberalised liberalises liberalising
liberalised	liberalise
liberalises	liberalise
liberalising	liberalise
liberalities	liberality
liberality	liberalities
liberalization	liberalizations
liberalizations	liberalization
liberalize	liberalized liberalizes liberalizing
liberalized	liberalize
liberalizes	liberalize
liberalizing	liberalize
liberals	liberal
liberate	liberated liberates liberating
liberated	liberate
liberates	liberate
liberating	liberate
liberation	liberations
liberationist	liberationists
liberationists	liberationist
liberations	liberation
liberator	liberators
liberators	liberator
libers	liber
libertarian	libertarians
libertarians	libertarian
liberties	liberty
libertine	libertines
libertines	libertine
liberty	liberties
libidines	libido
libido	libidines libidos
libidos	libido
librarian	librarians
librarians	librarian
libraries	library
library	libraries
libretti	libretto
librettist	librettists
librettists	librettist
libretto	libretti librettos
librettos	libretto
lice	louse
licence	licenced licences licencing
licenced	licence
licences	licence
licencing	licence
license	licensed licenses licensing
licensed	license
licensee	licensees
licensees	licensee
licenses	license
licensing	license
licensor	licensors
licensors	licensor
licensure	licensures
licensures	licensure
licentiate	licentiates
licentiates	licentiate
lichen	lichens
lichens	lichen
lick	licked licking licks
licked	lick
licking	lick
licks	lick
licorice	licorices
licorices	licorice
lid	lids
lids	lid
lie	lain lay lied lies lying
lied	lie
liege	lieges
lieges	liege
lien	liens
liens	lien
lies	lie
lieutenant	lieutenants
lieutenants	lieutenant
life	live lives
life-cycle	life-cycles
life-cycles	life-cycle
life-expectancies	life-expectancy
life-expectancy	life-expectancies
life-form	life-forms
life-forms	life-form
life-line	life-lines
life-lines	life-line
life-saver	life-savers
life-savers	life-saver
life-span	life-spans
life-spans	life-span
life-style	life-styles
life-styles	life-style
life-time	life-times
life-times	life-time
life-world	life-worlds
life-worlds	life-world
lifeboat	lifeboats
lifeboats	lifeboat
lifecycle	lifecycles
lifecycles	lifecycle
lifeguard	lifeguards
lifeguards	lifeguard
lifeline	lifelines
lifelines	lifeline
lifer	lifers
lifers	lifer
lifesaver	lifesavers
lifesavers	lifesaver
lifespan	lifespans
lifespans	lifespan
lifestyle	lifestyles
lifestyles	lifestyle
lifetime	lifetimes
lifetimes	lifetime
lifeworld	lifeworlds
lifeworlds	lifeworld
lift	lifted lifting lifts
lift-off	lift-offs
lift-offs	lift-off
lifted	lift
lifter	lifters
lifters	lifter
lifting	lift
lifts	lift
ligament	ligaments
ligaments	ligament
ligand	ligands
ligands	ligand
ligase	ligases
ligases	ligase
ligate	ligated ligates ligating
ligated	ligate
ligates	ligate
ligating	ligate
ligation	ligations
ligations	ligation
ligature	ligatures
ligatures	ligature
light	lighted lighting lights lit
light-weight	light-weights
light-weights	light-weight
lightbox	lightboxes
lightboxes	lightbox
lightbulb	lightbulbs
lightbulbs	lightbulb
lighted	light
lighten	lightened lightening lightens
lightened	lighten
lightening	lighten
lightens	lighten
lighter	lighters
lighters	lighter
lighthouse	lighthouses
lighthouses	lighthouse
lighting	light lightings
lightings	lighting
lightness	lightnesses
lightnesses	lightness
lightning	lightnings
lightnings	lightning
lights	light
lightweight	lightweights
lightweights	lightweight
lignan	lignans
lignans	lignan
ligne	lignes
lignes	ligne
lignin	lignins
lignins	lignin
like	liked likes liking
liked	like
likelihood	likelihoods
likelihoods	likelihood
liken	likened likening likens
likened	liken
likeness	likenesses
likenesses	likeness
likening	liken
likens	liken
likes	like
liking	like
lilac	lilacs
lilacs	lilac
lilies	lily
lilt	lilted lilting lilts
lilted	lilt
lilting	lilt
lilts	lilt
lily	lilies
lim	lims
limb	limbs
limber	limbered limbering limbers
limbered	limber
limbering	limber
limbers	limber
limbo	limbos
limbos	limbo
limbs	limb
lime	limed limes liming
limed	lime
limerick	limericks
limericks	limerick
limes	lime
limestone	limestones
limestones	limestone
liming	lime
limit	limited limiting limits
limitation	limitations
limitations	limitation
limited	limit
limiter	limiters
limiters	limiter
limiting	limit
limits	limit
limousine	limousines
limousines	limousine
limp	limped limping limps
limped	limp
limpet	limpets
limpets	limpet
limping	limp
limps	limp
lims	lim
linchpin	linchpins
linchpins	linchpin
linden	lindens
lindens	linden
line	lined lines lining
